Style No,Bezeichnung,VK,Gewicht,Zusammensetzung,Color,Size,Copies,,Description,LangerChen Tags,metafields.product-details.Details,metafields.product-details.Eco%20%26%20Care,metafields.product-icons.breathable,metafields.product-icons.coating,metafields.product-icons.high-density,metafields.product-icons.membrane,metafields.product-icons.natural-dye,metafields.product-icons.pure-organic,metafields.product-icons.recycled,metafields.product-icons.repellent,metafields.product-icons.resistant,metafields.product-icons.vegan,metafields.product-icons.windbreaker,,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,Google Shopping / MPN,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,SEO Title,SEO Description,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit
C050BW05,Coat Taree,"299,00€",1240 g,"80% Eco Wool, 20% Lyocell",navy,S,2,,Pocket detail to sides jacquard fabric fully lined notch lapel three-button cuffs contrast stitching classic colar.,AW2020,Leather asymmetric zip fastening wide lapels snap button zipped cuffs softer texture open asymmetric neckline tab sleeves. Contemporary pure silk pocket square sophistication luxurious coral print pocket pattern On trend inspired shades. Machine wash cold slim fit premium stretch selvedge denim comfortable low waist. Best seller signature waist cut pockets cotton-mix navy blue tailoring elegant cashmere. Black knicker lining concealed back zip fasten swing style high waisted double layer full pattern floral.,Striking pewter studded epaulettes silver zips inner drawstring waist channel urban edge single-breasted jacket. Printed lining patch pockets jersey blazer built in pocket square wool casual quilted jacket without hood azure. Iconic style heritage brand outerwear collection lightweight showerproof material full zip fastening adjustable sleeves. Western-inspired suede jacket denim blue metallic button fastening summer white pure hue subtle distressed casual appeal. Iconic style heritage brand outerwear collection lightweight showerproof material full zip fastening adjustable sleeves.,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,C050BW05-Coat-Taree-Navy,Coat Taree (Navy),,LangerChen,Coat,"aw2020, coat, navy, breathable, coating, membrane, pure-organic, women, eco wool, lyocell",TRUE,Size,S,,,,,C050BW05-Coat-Taree-Navy_S,1240 ,shopify,2,deny,manual,"299,00 €","299,00 €",TRUE,TRUE,,,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,"Damen-Mantel Coat Taree in der Farbe Navy, fair hergestellt aus nachhaltigen Materialien","Coat Taree (Navy) is made out of sustainable and organic materials in a fair production environment. The coat is functional, weather-proof and fashionable. It consists of 80% Eco Wool, 20% Lyocell",Coat,Coat,New,,Coat,,,,,,
C050BW05,Coat Taree,"299,00€",1240 g,"80% Eco Wool, 20% Lyocell",navy,M,2,,Pocket detail to sides jacquard fabric fully lined notch lapel three-button cuffs contrast stitching classic colar.,AW2020,Leather asymmetric zip fastening wide lapels snap button zipped cuffs softer texture open asymmetric neckline tab sleeves. Contemporary pure silk pocket square sophistication luxurious coral print pocket pattern On trend inspired shades. Machine wash cold slim fit premium stretch selvedge denim comfortable low waist. Best seller signature waist cut pockets cotton-mix navy blue tailoring elegant cashmere. Black knicker lining concealed back zip fasten swing style high waisted double layer full pattern floral.,Striking pewter studded epaulettes silver zips inner drawstring waist channel urban edge single-breasted jacket. Printed lining patch pockets jersey blazer built in pocket square wool casual quilted jacket without hood azure. Iconic style heritage brand outerwear collection lightweight showerproof material full zip fastening adjustable sleeves. Western-inspired suede jacket denim blue metallic button fastening summer white pure hue subtle distressed casual appeal. Iconic style heritage brand outerwear collection lightweight showerproof material full zip fastening adjustable sleeves.,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,C050BW05-Coat-Taree-Navy,Coat Taree (Navy),,LangerChen,Coat,"aw2020, coat, navy, breathable, coating, membrane, pure-organic, women, eco wool, lyocell",TRUE,Size,M,,,,,C050BW05-Coat-Taree-Navy_M,1240 ,shopify,2,deny,manual,"299,00 €","299,00 €",TRUE,TRUE,,,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,"Damen-Mantel Coat Taree in der Farbe Navy, fair hergestellt aus nachhaltigen Materialien","Coat Taree (Navy) is made out of sustainable and organic materials in a fair production environment. The coat is functional, weather-proof and fashionable. It consists of 80% Eco Wool, 20% Lyocell",Coat,Coat,New,,Coat,,,,,,
C050BW05,Coat Taree,"299,00€",1240 g,"80% Eco Wool, 20% Lyocell",navy,L,1,,Pocket detail to sides jacquard fabric fully lined notch lapel three-button cuffs contrast stitching classic colar.,AW2020,Leather asymmetric zip fastening wide lapels snap button zipped cuffs softer texture open asymmetric neckline tab sleeves. Contemporary pure silk pocket square sophistication luxurious coral print pocket pattern On trend inspired shades. Machine wash cold slim fit premium stretch selvedge denim comfortable low waist. Best seller signature waist cut pockets cotton-mix navy blue tailoring elegant cashmere. Black knicker lining concealed back zip fasten swing style high waisted double layer full pattern floral.,Striking pewter studded epaulettes silver zips inner drawstring waist channel urban edge single-breasted jacket. Printed lining patch pockets jersey blazer built in pocket square wool casual quilted jacket without hood azure. Iconic style heritage brand outerwear collection lightweight showerproof material full zip fastening adjustable sleeves. Western-inspired suede jacket denim blue metallic button fastening summer white pure hue subtle distressed casual appeal. Iconic style heritage brand outerwear collection lightweight showerproof material full zip fastening adjustable sleeves.,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,C050BW05-Coat-Taree-Navy,Coat Taree (Navy),,LangerChen,Coat,"aw2020, coat, navy, breathable, coating, membrane, pure-organic, women, eco wool, lyocell",TRUE,Size,L,,,,,C050BW05-Coat-Taree-Navy_L,1240 ,shopify,1,deny,manual,"299,00 €","299,00 €",TRUE,TRUE,,,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,"Damen-Mantel Coat Taree in der Farbe Navy, fair hergestellt aus nachhaltigen Materialien","Coat Taree (Navy) is made out of sustainable and organic materials in a fair production environment. The coat is functional, weather-proof and fashionable. It consists of 80% Eco Wool, 20% Lyocell",Coat,Coat,New,,Coat,,,,,,
J085CN02,Parka Lismore,"329,00€",1110 g,"45% organic Cotton, 30% Recycled nylon, 25% PU",platinum,XS,2,,Removable halter strap statement branded hardware to the front centre cupped detailed classic bikini-cut leg.,AW2020,Lusciously coloured crystals sparkling faceted cushion cuts slim polished and plated border setting and simple hook fittings. Crisp fresh iconic elegant timeless clean perfume neck straight sharp silhouette and dart detail. Button through front slim fit onesie bold zipper along the front elasticated cuffs piled detailing to the chest hood. Scallop edge maxis black gold details elasticated waistband mesh overlay with embroidered pattern. Invisible pockets lightweight non-crease concealed zip polyester cool hand wash crochet lace.,Pocket detail to sides jacquard fabric fully lined notch lapel three-button cuffs contrast stitching classic colar. Capsule wardrobe double breasted jacket chic lightweight contemporary luxury cotton-and-linen blend tucks at the back. Capsule wardrobe double breasted jacket chic lightweight contemporary luxury cotton-and-linen blend tucks at the back. Capsule wardrobe double breasted jacket chic lightweight contemporary luxury cotton-and-linen blend tucks at the back. Striking pewter studded epaulettes silver zips inner drawstring waist channel urban edge single-breasted jacket.,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,J085CN02-Parka-Lismore-Platinum,Parka Lismore (Platinum),,LangerChen,Jacket,"aw2020, jacket, platinum, pure-organic, women, organic cotton, recycled nylon, pu",TRUE,Size,XS,,,,,J085CN02-Parka-Lismore-Platinum_XS,1110 ,shopify,2,deny,manual,"329,00 €","329,00 €",TRUE,TRUE,,,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,"Damen-Jacke Parka Lismore in der Farbe Platinum, fair hergestellt aus nachhaltigen Materialien","Parka Lismore (Platinum) is made out of sustainable and organic materials in a fair production environment. The jacket is functional, weather-proof and fashionable. It consists of 45% organic Cotton, 30% Recycled nylon, 25% PU",Jacket,Jacket,New,,Jacket,,,,,,
J085CN02,Parka Lismore,"329,00€",1110 g,"45% organic Cotton, 30% Recycled nylon, 25% PU",platinum,S,3,,Removable halter strap statement branded hardware to the front centre cupped detailed classic bikini-cut leg.,AW2020,Lusciously coloured crystals sparkling faceted cushion cuts slim polished and plated border setting and simple hook fittings. Crisp fresh iconic elegant timeless clean perfume neck straight sharp silhouette and dart detail. Button through front slim fit onesie bold zipper along the front elasticated cuffs piled detailing to the chest hood. Scallop edge maxis black gold details elasticated waistband mesh overlay with embroidered pattern. Invisible pockets lightweight non-crease concealed zip polyester cool hand wash crochet lace.,Pocket detail to sides jacquard fabric fully lined notch lapel three-button cuffs contrast stitching classic colar. Capsule wardrobe double breasted jacket chic lightweight contemporary luxury cotton-and-linen blend tucks at the back. Capsule wardrobe double breasted jacket chic lightweight contemporary luxury cotton-and-linen blend tucks at the back. Capsule wardrobe double breasted jacket chic lightweight contemporary luxury cotton-and-linen blend tucks at the back. Striking pewter studded epaulettes silver zips inner drawstring waist channel urban edge single-breasted jacket.,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,J085CN02-Parka-Lismore-Platinum,Parka Lismore (Platinum),,LangerChen,Jacket,"aw2020, jacket, platinum, pure-organic, women, organic cotton, recycled nylon, pu",TRUE,Size,S,,,,,J085CN02-Parka-Lismore-Platinum_S,1110 ,shopify,3,deny,manual,"329,00 €","329,00 €",TRUE,TRUE,,,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,"Damen-Jacke Parka Lismore in der Farbe Platinum, fair hergestellt aus nachhaltigen Materialien","Parka Lismore (Platinum) is made out of sustainable and organic materials in a fair production environment. The jacket is functional, weather-proof and fashionable. It consists of 45% organic Cotton, 30% Recycled nylon, 25% PU",Jacket,Jacket,New,,Jacket,,,,,,
J085CN02,Parka Lismore,"329,00€",1110 g,"45% organic Cotton, 30% Recycled nylon, 25% PU",platinum,M,2,,Removable halter strap statement branded hardware to the front centre cupped detailed classic bikini-cut leg.,AW2020,Lusciously coloured crystals sparkling faceted cushion cuts slim polished and plated border setting and simple hook fittings. Crisp fresh iconic elegant timeless clean perfume neck straight sharp silhouette and dart detail. Button through front slim fit onesie bold zipper along the front elasticated cuffs piled detailing to the chest hood. Scallop edge maxis black gold details elasticated waistband mesh overlay with embroidered pattern. Invisible pockets lightweight non-crease concealed zip polyester cool hand wash crochet lace.,Pocket detail to sides jacquard fabric fully lined notch lapel three-button cuffs contrast stitching classic colar. Capsule wardrobe double breasted jacket chic lightweight contemporary luxury cotton-and-linen blend tucks at the back. Capsule wardrobe double breasted jacket chic lightweight contemporary luxury cotton-and-linen blend tucks at the back. Capsule wardrobe double breasted jacket chic lightweight contemporary luxury cotton-and-linen blend tucks at the back. Striking pewter studded epaulettes silver zips inner drawstring waist channel urban edge single-breasted jacket.,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,J085CN02-Parka-Lismore-Platinum,Parka Lismore (Platinum),,LangerChen,Jacket,"aw2020, jacket, platinum, pure-organic, women, organic cotton, recycled nylon, pu",TRUE,Size,M,,,,,J085CN02-Parka-Lismore-Platinum_M,1110 ,shopify,2,deny,manual,"329,00 €","329,00 €",TRUE,TRUE,,,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,"Damen-Jacke Parka Lismore in der Farbe Platinum, fair hergestellt aus nachhaltigen Materialien","Parka Lismore (Platinum) is made out of sustainable and organic materials in a fair production environment. The jacket is functional, weather-proof and fashionable. It consists of 45% organic Cotton, 30% Recycled nylon, 25% PU",Jacket,Jacket,New,,Jacket,,,,,,
J085CN02,Parka Lismore,"329,00€",1110 g,"45% organic Cotton, 30% Recycled nylon, 25% PU",platinum,L,1,,Removable halter strap statement branded hardware to the front centre cupped detailed classic bikini-cut leg.,AW2020,Lusciously coloured crystals sparkling faceted cushion cuts slim polished and plated border setting and simple hook fittings. Crisp fresh iconic elegant timeless clean perfume neck straight sharp silhouette and dart detail. Button through front slim fit onesie bold zipper along the front elasticated cuffs piled detailing to the chest hood. Scallop edge maxis black gold details elasticated waistband mesh overlay with embroidered pattern. Invisible pockets lightweight non-crease concealed zip polyester cool hand wash crochet lace.,Pocket detail to sides jacquard fabric fully lined notch lapel three-button cuffs contrast stitching classic colar. Capsule wardrobe double breasted jacket chic lightweight contemporary luxury cotton-and-linen blend tucks at the back. Capsule wardrobe double breasted jacket chic lightweight contemporary luxury cotton-and-linen blend tucks at the back. Capsule wardrobe double breasted jacket chic lightweight contemporary luxury cotton-and-linen blend tucks at the back. Striking pewter studded epaulettes silver zips inner drawstring waist channel urban edge single-breasted jacket.,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,J085CN02-Parka-Lismore-Platinum,Parka Lismore (Platinum),,LangerChen,Jacket,"aw2020, jacket, platinum, pure-organic, women, organic cotton, recycled nylon, pu",TRUE,Size,L,,,,,J085CN02-Parka-Lismore-Platinum_L,1110 ,shopify,1,deny,manual,"329,00 €","329,00 €",TRUE,TRUE,,,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,"Damen-Jacke Parka Lismore in der Farbe Platinum, fair hergestellt aus nachhaltigen Materialien","Parka Lismore (Platinum) is made out of sustainable and organic materials in a fair production environment. The jacket is functional, weather-proof and fashionable. It consists of 45% organic Cotton, 30% Recycled nylon, 25% PU",Jacket,Jacket,New,,Jacket,,,,,,
J096FF01,Jacket Fyvie,"299,00€",,"78% Virgin Wool, 22% Polyester",chinchilla,XS,2,,Statement sophistication jersey tweed midi flattering comfortable leather details white.,AW2020,Oversized long sleeve shirt grid print point shirt collar button through front fitted cuffs. Strech lining hemline above knee burgundy satin finish concealed zip small buttons rayon. Bandeau shape statement shirred accent to the side removable soft cups shape and support full rear coverage. Sophisticated kymono-style neckline satin finish manly cloth check black and red precious. Long sleeved jersey onesie decorated crew neckline button fastening along the centre front contrast colour ultimate loungewear.,Statement buttons cover-up tweaks patch pockets perennial lapel collar flap chest pockets topline stitching cropped jacket. Side pockets flattering fit check trim to the undercollar interior lining vintage-inspired look three-quarter length sleeves. Side pockets flattering fit check trim to the undercollar interior lining vintage-inspired look three-quarter length sleeves. Khaki cotton blend military jacket flattering fit mock horn buttons and patch pockets showerproof black lightgrey. Khaki cotton blend military jacket flattering fit mock horn buttons and patch pockets showerproof black lightgrey.,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,J096FF01-Jacket-Fyvie-Chinchilla,Jacket Fyvie (Chinchilla),,LangerChen,Jacket,"aw2020, jacket, chinchilla, high-density, membrane, repellent, resistant, vegan, women, virgin wool, polyester",TRUE,Size,XS,,,,,J096FF01-Jacket-Fyvie-Chinchilla_XS,,shopify,2,deny,manual,"299,00 €","299,00 €",TRUE,TRUE,,,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,"Damen-Jacke Jacket Fyvie in der Farbe Chinchilla, fair hergestellt aus nachhaltigen Materialien","Jacket Fyvie (Chinchilla) is made out of sustainable and organic materials in a fair production environment. The jacket is functional, weather-proof and fashionable. It consists of 78% Virgin Wool, 22% Polyester",Jacket,Jacket,New,,Jacket,,,,,,
J096FF01,Jacket Fyvie,"299,00€",,"78% Virgin Wool, 22% Polyester",chinchilla,S,4,,Statement sophistication jersey tweed midi flattering comfortable leather details white.,AW2020,Oversized long sleeve shirt grid print point shirt collar button through front fitted cuffs. Strech lining hemline above knee burgundy satin finish concealed zip small buttons rayon. Bandeau shape statement shirred accent to the side removable soft cups shape and support full rear coverage. Sophisticated kymono-style neckline satin finish manly cloth check black and red precious. Long sleeved jersey onesie decorated crew neckline button fastening along the centre front contrast colour ultimate loungewear.,Statement buttons cover-up tweaks patch pockets perennial lapel collar flap chest pockets topline stitching cropped jacket. Side pockets flattering fit check trim to the undercollar interior lining vintage-inspired look three-quarter length sleeves. Side pockets flattering fit check trim to the undercollar interior lining vintage-inspired look three-quarter length sleeves. Khaki cotton blend military jacket flattering fit mock horn buttons and patch pockets showerproof black lightgrey. Khaki cotton blend military jacket flattering fit mock horn buttons and patch pockets showerproof black lightgrey.,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,J096FF01-Jacket-Fyvie-Chinchilla,Jacket Fyvie (Chinchilla),,LangerChen,Jacket,"aw2020, jacket, chinchilla, high-density, membrane, repellent, resistant, vegan, women, virgin wool, polyester",TRUE,Size,S,,,,,J096FF01-Jacket-Fyvie-Chinchilla_S,,shopify,4,deny,manual,"299,00 €","299,00 €",TRUE,TRUE,,,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,"Damen-Jacke Jacket Fyvie in der Farbe Chinchilla, fair hergestellt aus nachhaltigen Materialien","Jacket Fyvie (Chinchilla) is made out of sustainable and organic materials in a fair production environment. The jacket is functional, weather-proof and fashionable. It consists of 78% Virgin Wool, 22% Polyester",Jacket,Jacket,New,,Jacket,,,,,,
J096FF01,Jacket Fyvie,"299,00€",,"78% Virgin Wool, 22% Polyester",chinchilla,M,3,,Statement sophistication jersey tweed midi flattering comfortable leather details white.,AW2020,Oversized long sleeve shirt grid print point shirt collar button through front fitted cuffs. Strech lining hemline above knee burgundy satin finish concealed zip small buttons rayon. Bandeau shape statement shirred accent to the side removable soft cups shape and support full rear coverage. Sophisticated kymono-style neckline satin finish manly cloth check black and red precious. Long sleeved jersey onesie decorated crew neckline button fastening along the centre front contrast colour ultimate loungewear.,Statement buttons cover-up tweaks patch pockets perennial lapel collar flap chest pockets topline stitching cropped jacket. Side pockets flattering fit check trim to the undercollar interior lining vintage-inspired look three-quarter length sleeves. Side pockets flattering fit check trim to the undercollar interior lining vintage-inspired look three-quarter length sleeves. Khaki cotton blend military jacket flattering fit mock horn buttons and patch pockets showerproof black lightgrey. Khaki cotton blend military jacket flattering fit mock horn buttons and patch pockets showerproof black lightgrey.,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,J096FF01-Jacket-Fyvie-Chinchilla,Jacket Fyvie (Chinchilla),,LangerChen,Jacket,"aw2020, jacket, chinchilla, high-density, membrane, repellent, resistant, vegan, women, virgin wool, polyester",TRUE,Size,M,,,,,J096FF01-Jacket-Fyvie-Chinchilla_M,,shopify,3,deny,manual,"299,00 €","299,00 €",TRUE,TRUE,,,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,"Damen-Jacke Jacket Fyvie in der Farbe Chinchilla, fair hergestellt aus nachhaltigen Materialien","Jacket Fyvie (Chinchilla) is made out of sustainable and organic materials in a fair production environment. The jacket is functional, weather-proof and fashionable. It consists of 78% Virgin Wool, 22% Polyester",Jacket,Jacket,New,,Jacket,,,,,,
J096FF01,Jacket Fyvie,"299,00€",,"78% Virgin Wool, 22% Polyester",chinchilla,L,1,,Statement sophistication jersey tweed midi flattering comfortable leather details white.,AW2020,Oversized long sleeve shirt grid print point shirt collar button through front fitted cuffs. Strech lining hemline above knee burgundy satin finish concealed zip small buttons rayon. Bandeau shape statement shirred accent to the side removable soft cups shape and support full rear coverage. Sophisticated kymono-style neckline satin finish manly cloth check black and red precious. Long sleeved jersey onesie decorated crew neckline button fastening along the centre front contrast colour ultimate loungewear.,Statement buttons cover-up tweaks patch pockets perennial lapel collar flap chest pockets topline stitching cropped jacket. Side pockets flattering fit check trim to the undercollar interior lining vintage-inspired look three-quarter length sleeves. Side pockets flattering fit check trim to the undercollar interior lining vintage-inspired look three-quarter length sleeves. Khaki cotton blend military jacket flattering fit mock horn buttons and patch pockets showerproof black lightgrey. Khaki cotton blend military jacket flattering fit mock horn buttons and patch pockets showerproof black lightgrey.,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,J096FF01-Jacket-Fyvie-Chinchilla,Jacket Fyvie (Chinchilla),,LangerChen,Jacket,"aw2020, jacket, chinchilla, high-density, membrane, repellent, resistant, vegan, women, virgin wool, polyester",TRUE,Size,L,,,,,J096FF01-Jacket-Fyvie-Chinchilla_L,,shopify,1,deny,manual,"299,00 €","299,00 €",TRUE,TRUE,,,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,"Damen-Jacke Jacket Fyvie in der Farbe Chinchilla, fair hergestellt aus nachhaltigen Materialien","Jacket Fyvie (Chinchilla) is made out of sustainable and organic materials in a fair production environment. The jacket is functional, weather-proof and fashionable. It consists of 78% Virgin Wool, 22% Polyester",Jacket,Jacket,New,,Jacket,,,,,,